,Word,Levenshtein,Soundex,Metaphone
2652,xoxo,boo,NA,NA
2653,letin,latin,latin,latin
2654,aperntly,pertly,NA,NA
2655,chibok,chick,NA,NA
2656,hugin,hug,NA,NA
2657,aksi,akin,as,auks
2658,emily,emptily,email,email
2659,menit,merit,mend,mend
2660,pohguta,NA,NA,NA
2661,hbd,had,NA,NA
2662,cuzo,curio,cues,cues
2663,chae,chafe,caw,NA
2664,wem,we,NA,NA
2665,sagt,sag,NA,NA
2666,noch,notch,NA,notch
2667,lary,lay,NA,NA
2668,bye,bye,bye,bye
2669,tehe,tee,tee,NA
2670,jacob,jacob,jacob,jacob
2671,shitin,shin,satin,NA
2672,lyke,lye,lake,lake
2673,lmao,loo,limo,limo
2674,izinto,into,NA,NA
2675,ezisho,NA,NA,NA
2676,nguwe,nguni,nuke,NA
2677,kodwa,koala,NA,NA
2678,anc,an,NA,NA
2679,gah,gash,gay,gay
2680,karan,koran,koran,koran
2681,thapad,thawed,taped,NA
2682,sed,seed,seed,seed
2683,kapatid,NA,NA,NA
2684,patek,pate,pates,NA
2685,philipe,NA,NA,NA
2686,kpcs,kegs,NA,NA
2687,hitin,hit,haitian,NA
2688,sumn,sum,sum,semen
2689,hno,ho,ham,hen
2690,thryre,tyre,NA,NA
2691,headin,heading,headon,headon
2692,indirecting,indicting,indirection,NA
2693,eachother,NA,NA,NA
2694,wnt,want,want,NA
2695,hita,hit,hit,hit
2696,sista,siesta,siesta,siesta
2697,eamon,eon,NA,NA
2698,byrne,borne,borne,borne
2699,stephen,steepen,steepen,NA
2700,courtney,courtly,NA,NA
2701,daly,dally,dally,dally
2702,thz,the,tag,NA
2703,chicano,chicago,chicane,chicane
2704,movment,movement,movement,movement
2705,selena,select,NA,NA
2706,stoltz,stole,stolid,stilts
2707,anthony,antimony,antimony,NA
2708,galo,galop,gal,gal
2709,rdinator,radiator,NA,NA
2710,thanx,than,thank,NA
2711,instudio,studio,NA,NA
2712,novak,slovak,NA,NA
2713,djokovic,NA,NA,NA
2714,iya,idea,NA,NA
2715,ciel,camel,col,cell
2716,teresa,terms,terse,terse
2717,ek,eke,eke,eke
2718,deko,deco,deco,deco
2719,mila,milan,mile,mile
2720,familyfriends,NA,NA,NA
2721,actualy,actually,actually,actually
2722,itl,itll,itll,itll
2723,wrk,work,work,NA
2724,bron,baron,baron,baron
2725,clep,clap,clap,clap
2726,pratice,practice,NA,NA
2727,kfans,fans,NA,NA
2728,korean,korean,korean,korean
2729,ros,robs,rocs,roes
2730,buni,bun,bun,bun
2731,yadi,wadi,NA,NA
2732,yobe,yoke,NA,NA
2733,spiceworld,NA,NA,NA
2734,totp,top,NA,NA
2735,mariah,maria,maria,maria
2736,carey,care,care,care
2737,quan,qua,NA,can
2738,kevin,kelvin,NA,NA
2739,kat,at,kit,kit
2740,wiliams,wigwams,NA,NA
2741,eps,peps,ebbs,NA
2742,duval,dual,devil,devil
2743,ame,acme,am,am
2744,fwm,farm,foam,foam
2745,zaza,plaza,zag,NA
2746,sharmas,shards,swarms,charms
2747,dant,dante,dante,dante
2748,daba,dab,dab,dab
2749,janu,janus,jam,NA
2750,flyod,flood,flood,flayed
2751,los,loss,loss,loss
2752,wow,wow,wow,wow
2753,smaly,scaly,small,small
2754,viners,vines,NA,NA
2755,youtubers,NA,NA,NA
2756,ky,key,key,key
2757,erm,germ,NA,NA
2758,baru,bar,bar,bar
2759,netas,nets,nets,nets
2760,miliband,militant,NA,NA
2761,sware,ware,scare,swore
2762,wan,wan,wan,wan
2763,menuju,menu,menus,NA
2764,yoho,yoyo,yoyo,NA
2765,justins,justices,jousting,NA
2766,atm,atom,atom,atom
2767,what,what,what,what
2768,pq,pa,NA,NA
2769,performa,perform,perform,perform
2770,papi,pap,pap,pap
2771,awa,away,away,away
2772,aby,aby,aby,aby
2773,amik,amid,amok,amok
2774,gambar,gambler,NA,camber
2775,hyeriester,NA,NA,NA
2776,kouhai,NA,NA,NA
2777,fulfil,fulfil,fulfil,fulfil
2778,loh,loch,loo,loo
2779,dimsum,dims,NA,NA
2780,yas,yaks,yaks,yaws
2781,gimie,gimme,gimme,gimme
2782,xp,up,NA,sap
2783,divya,diva,diva,NA
2784,biswal,basal,basal,NA
2785,uw,up,NA,NA
2786,tatlong,along,titling,titling
2787,araw,raw,NA,NA
2788,nalang,clang,nailing,nailing
2789,matatapos,NA,NA,NA
2790,yung,young,young,young
2791,dixk,did,dig,NA
2792,irom,rom,iron,NA
2793,sharmila,NA,NA,NA
2794,svp,sap,sap,NA
2795,akshay,assay,assay,NA
2796,kumar,mar,NA,NA
2797,fugly,ugly,fugal,fugal
2798,baskins,basins,basins,NA
2799,asia,asia,asia,asia
2800,karangan,NA,NA,NA
2801,migos,mights,mikes,mikes
2802,carshow,cashew,NA,NA
2803,dalas,dallas,dallas,dallas
2804,turnt,turn,NA,NA
2805,copa,copra,cop,cop
2806,caldo,calico,cold,NA
2807,engrosa,engross,engross,engross
2808,rede,red,red,red
2809,globo,glob,glob,glob
2810,digo,dingo,dig,dig
2811,khloe,aloe,kale,kale
2812,siten,site,satan,satan
2813,namjon,nation,NA,NA
2814,huhuhu,uhuh,NA,NA
2815,nmd,nod,nod,named
2816,jpn,john,japan,japan
2817,stradleback,NA,NA,NA
2818,burkina,barking,barking,NA
2819,faso,fast,fag,face
2820,cryin,crying,cran,crayon
2821,yona,yon,yon,yon
2822,scoty,scot,scot,scot
2823,hefernan,NA,NA,NA
2824,hobart,hart,NA,NA
2825,btchs,baths,baths,batches
2826,versaemerge,NA,NA,NA
2827,sunderland,wonderland,NA,NA
2828,wner,owner,NA,nor
2829,usmc,us,NA,NA
2830,semper,simper,simper,simper
2831,lon,loon,loon,loon
2832,amor,amour,amour,amour
2833,ahahaha,NA,NA,NA
2834,chrisie,christ,cerise,NA
2835,makarova,NA,NA,NA
2836,stfd,stud,NA,NA
2837,fil,fill,fill,fill
2838,wel,well,well,well
2839,arani,rani,arena,arena
2840,tamilnadu,NA,NA,NA
2841,hape,shape,have,hope
2842,ya,yak,yaw,yaw
2843,suegra,sierra,NA,NA
2844,dere,dee,dare,dare
2845,xan,an,NA,san
2846,warmup,warmup,warmup,warmup
2847,patama,pajama,NA,NA
2848,thingys,things,NA,NA
2849,so,so,so,so
2850,tanaiste,NA,NA,NA
2851,taoiseach,NA,NA,NA
2852,tmw,tow,tan,tame
2853,tidaman,NA,NA,NA
2854,hopy,hop,hop,hop
2855,tubies,tubes,tubes,tubes
2856,gmasgma,magma,NA,NA
2857,odu,odd,odd,odd
2858,utsasouthern,NA,NA,NA
2859,lamedale,NA,NA,NA
2860,draco,dracone,drag,drag
2861,dormiens,dormers,NA,NA
2862,nunquam,NA,NA,NA
2863,titilandus,NA,NA,NA
2864,kyu,kudu,key,NA
2865,ahjuma,NA,NA,NA
2866,wantin,wanting,wanting,wanton
2867,fuk,funk,fug,fug
2868,becuz,beck,NA,becks
2869,niga,nigh,nigh,nick
2870,yur,your,your,your
2871,jokowi,NA,NA,NA
2872,tersangka,NA,NA,NA
2873,kasus,kudus,NA,NA
2874,korupsi,NA,NA,NA
2875,transjakarta,NA,NA,NA
2876,satnite,satiate,NA,NA
2877,dealema,dealer,NA,NA
2878,bom,boom,boom,boom
2879,croz,crop,croak,craze
2880,jakcloth,sackcloth,NA,NA
2881,kami,miami,NA,NA
2882,merapat,NA,NA,NA
2883,woho,who,who,NA
2884,milktea,milked,milked,milked
2885,otw,ow,oat,oat
2886,shilpa,ship,NA,NA
2887,subhash,NA,NA,NA
2888,borse,bore,boors,boors
2889,badla,badly,badly,badly
2890,sara,sabra,sari,sari
2891,zamana,zambia,NA,NA
2892,rajesh,rash,rakish,NA
2893,vyas,visas,vies,NA
2894,agad,aga,aged,NA
2895,hahaha,haha,haha,NA
2896,jajajajajaja,NA,NA,NA
2897,dije,die,dice,NA
2898,nysc,disc,nose,NA
2899,kwara,kwacha,NA,NA
2900,sila,silage,silo,silo
2901,kapag,kayak,NA,NA
2902,dx,dux,dux,dux
2903,hafto,haft,haft,haft
2904,penting,panting,panting,panting
2905,yotv,yon,NA,NA
2906,mxm,mom,maxim,maxim
2907,britney,briny,NA,NA
2908,wma,whoa,wan,NA
2909,rainha,rain,rain,NA
2910,merece,mere,merge,mercy
2911,gna,gnat,gnaw,gnaw
2912,way,way,way,way
2913,bachata,NA,NA,NA
2914,ptanginang,NA,NA,NA
2915,naranasan,NA,NA,NA
2916,namin,naming,NA,NA
2917,sobrang,sprang,sprang,sobering
2918,batlestar,NA,NA,NA
2919,galactica,galactic,galactic,galactic
2920,watchthrough,NA,NA,NA
2921,espn,espy,NA,NA
2922,australian,australian,australian,australian
2923,merica,america,NA,NA
2924,shxt,shot,shot,NA
2925,thanksfor,NA,NA,NA
2926,jan,an,jam,NA
2927,cemburu,NA,NA,NA
2928,tidak,tidal,NA,NA
2929,a,aga,ah,ah
2930,heropanti,NA,NA,NA
2931,fdfs,fiefs,NA,NA
2932,conor,condor,comer,coiner
2933,luh,lush,NA,NA
2934,muzaik,muzak,muzak,muzak
2935,jenifer,conifer,juniper,NA
2936,lopez,lope,lopes,lopes
2937,hoya,soya,ha,NA
2938,macaron,macaroon,macaroon,macaroon
2939,skype,sky,scape,scape
2940,bosan,boson,boson,boson
2941,tahap,tap,tap,NA
2942,babi,babe,babe,babe
2943,hwhat,hat,hat,NA
2944,higashi,NA,NA,NA
2945,hodgy,dodgy,NA,NA
2946,aja,ajar,aga,NA
2947,belom,below,balm,balm
2948,guna,gun,gun,gun
2949,miny,minty,many,many
2950,wdlands,woodlands,woodlands,NA
2951,perfoming,performing,perfuming,perfuming
2952,yn,yen,yen,NA
2953,lq,lab,lag,lag
2954,charogne,charge,NA,NA
2955,britax,britain,NA,NA
2956,bagile,agile,NA,NA
2957,trayby,tray,NA,NA
2958,usabuy,usable,NA,NA
2959,frankies,franks,franks,franks
2960,beny,beany,beany,beany
2961,gramies,grammes,grammes,grammes
2962,jackman,jackal,NA,NA
2963,rusel,ruse,resell,resell
2964,crowe,crowed,crow,NA
2965,dougray,doughty,NA,NA
2966,scot,scot,scot,scot
2967,mane,mane,mane,mane
2968,hv,ha,NA,NA
2969,crips,crisps,cribs,crops
2970,daehyun,NA,NA,NA
2971,loe,lobe,lee,lee
2972,taiwan,taiwan,taiwan,taiwan
2973,daysb,days,NA,NA
2974,glaciar,glacial,glacier,NA
2975,piedras,piers,NA,NA
2976,blancas,blanch,blanch,blanks
2977,prakasit,NA,NA,NA
2978,kosuwan,NA,NA,NA
2979,clearout,clearcut,NA,NA
2980,fightin,fighting,fighting,NA
2981,lfsci,loci,NA,NA
2982,and,and,and,and
2983,misha,mishap,mica,NA
2984,kath,kith,kith,kith
2985,photoshot,photostat,photostat,NA
2986,catalogue,catalogue,catalogue,catalogue
2987,polaright,NA,NA,NA
2988,nim,im,NA,NA
2989,thu,thou,thou,thou
2990,kpa,pa,NA,NA
2991,dyn,dyne,dyne,dyne
2992,freinds,finds,fronds,fronds
2993,skinship,kinship,NA,NA
2994,hashtaged,NA,NA,NA
2995,brf,bra,barb,NA
2996,folin,folio,flan,flan
2997,somthin,something,something,NA
2998,moly,moldy,mole,mole
2999,tat,tat,tat,tat
3000,sometimey,sometime,sometime,sometime
3001,walin,stalin,NA,NA
3002,ansonia,ammonia,NA,NA
3003,misurata,NA,NA,NA
3004,haier,hazier,hair,hair
3005,minh,mind,mine,mine
3006,japanese,NA,NA,NA
3007,omegle,ogle,NA,NA
3008,decac,decaf,NA,NA
3009,jkt,jet,jet,NA
3010,wifing,wiling,wiping,waving
3011,pochetino,pocketing,pocketing,NA
3012,papelbon,NA,NA,NA
3013,eskin,skin,eskimo,NA
3014,thechaco,NA,NA,NA
3015,funyshit,NA,NA,NA
3016,ahan,afghan,aeon,NA
3017,oki,ok,ok,ok
3018,bje,be,bake,NA
3019,buz,buzz,buzz,buzz
3020,gibi,gobi,gobi,NA
3021,palmiye,palming,palmy,NA
3022,cudlez,cuddle,cuddles,cuddles
3023,aproching,approaching,approaching,approaching
3024,fak,fake,fake,fake
3025,conyo,cony,cony,NA
3026,everythang,everything,everything,everything
3027,tony,tony,tony,tony
3028,fufu,fug,fife,fife
3029,fuckz,fuzz,fuzz,NA
3030,bcause,because,because,because
3031,sumone,sumo,summon,summon
3032,sengoku,NA,NA,NA
3033,basara,basal,baser,baser
3034,merch,march,march,march
3035,why,why,why,why
3036,blushy,blush,blush,blush
3037,swetalking,stalking,stalking,NA
3038,indo,indigo,into,into
3039,khabar,NA,NA,NA
3040,kabar,bar,NA,NA
3041,baek,back,back,back
3042,yeols,yells,yells,yells
3043,bigs,big,big,bags
3044,seaworld,seaward,NA,NA
3045,dl,deal,deal,deal
3046,mpst,mast,NA,NA
3047,prabowo,NA,NA,NA
3048,pantas,pants,pants,pants
3049,jadi,jade,jade,jade
3050,presiden,president,president,NA
3051,ri,ria,ria,ria
3052,sean,sedan,san,san
3053,acl,ace,NA,NA
3054,carthy,earthy,cart,NA
3055,eliza,elide,elijah,NA
3056,traxsource,NA,NA,NA
3057,krystle,rustle,NA,gristle
3058,ep,pep,ebb,NA
3059,kiyo,kilo,key,NA
3060,tering,tearing,tearing,tearing
3061,alergies,allergies,allergies,allergies
3062,nic,nice,nice,nick
3063,bex,ibex,beg,box
3064,smashwords,NA,NA,NA
3065,bruh,brush,bra,bra
3066,dae,dace,day,day
3067,intay,inlay,NA,NA
3068,agbuya,NA,NA,NA
3069,bareng,baring,baring,baring
3070,ada,adam,add,add
3071,kwarta,kwacha,NA,NA
3072,left,left,left,left
3073,uan,an,NA,NA
3074,momento,moment,moment,moment
3075,fue,flue,fee,fee
3076,tyc,tic,tic,tic
3077,cadena,cadenza,NA,NA
3078,nacional,national,NA,NA
3079,rashard,shard,NA,NA
3080,hafez,fez,haves,haves
3081,saed,sated,sawed,sad
3082,modis,modish,modish,modes
3083,coruptdhandli,NA,NA,NA
3084,wali,wadi,wall,wall
3085,jamhoriyat,NA,NA,NA
3086,jali,bali,NA,NA
3087,manzor,manor,manger,NA
3088,dhandli,handle,NA,NA
3089,lmk,lack,lank,NA
3090,inlove,love,NA,NA
3091,moyes,modes,moas,mayas
3092,nayo,nay,nay,NA
3093,ciroc,roc,circa,circa
3094,comfirms,confirms,confirms,NA
3095,corvinus,carvings,carvings,NA
3096,txted,ted,tasted,NA
3097,gabi,gab,gab,gab
3098,selter,shelter,shelter,NA
3099,nightbot,NA,NA,NA
3100,idgad,gad,NA,NA
3101,ple,pale,pale,pale
3102,ngelatih,gelatin,NA,NA
3103,deltras,deltas,NA,NA
3104,ae,abe,awe,NA
3105,clarence,cadence,clearance,clearance
3106,sedorf,serf,NA,NA
3107,dipecat,direct,NA,NA
3108,bfs,beefs,bus,beefs
3109,hahaha,haha,haha,NA
3110,xmen,men,NA,NA
3111,vancouver,NA,NA,NA
3112,jered,jeered,jeered,jeered
3113,widmer,wider,NA,NA
3114,freja,freya,freak,NA
3115,beha,behalf,be,NA
3116,erichsen,NA,NA,NA
3117,horne,horned,horn,horn
3118,rush,rush,rush,rush
3119,junejuly,NA,NA,NA
3120,sabia,sabra,NA,NA
3121,arkansas,arkansas,arkansas,arkansas
3122,bebe,bee,babe,babe
3123,abf,abe,abe,NA
3124,nlr,nor,NA,NA
3125,kohli,koala,koala,koala
3126,abd,abe,NA,NA
3127,nasau,nasal,NA,NA
3128,junkano,NA,NA,NA
3129,way,way,way,way
3130,smt,smut,smut,smut
3131,fpo,fro,fee,fop
3132,shines,shines,shines,shines
3133,cheon,chevron,con,chin
3134,yi,yip,ye,ye
3135,chanbar,chancer,chamber,NA
3136,armin,arming,arming,NA
3137,buren,burden,burn,burn
3138,boleh,bole,bole,bole
3139,satu,sat,sat,sat
3140,berkacalah,NA,NA,NA
3141,wahai,wadi,NA,NA
3142,kalian,italian,kaolin,kaolin
3143,sukanya,NA,NA,NA
3144,ngejudge,prejudge,NA,NA
3145,scotsdale,NA,NA,NA
3146,roastery,roaster,roaster,roaster
3147,amanha,mania,NA,NA
3148,bem,beam,beam,beam
3149,que,qua,qua,qua
3150,tocar,tar,NA,NA
3151,tangal,taal,tangle,tangle
3152,bikn,bin,NA,NA
3153,lgi,levi,loci,NA
3154,nh,ne,ne,ne
3155,wkwkwk,NA,NA,NA
3156,ops,oops,oops,opus
3157,stuntin,stunting,stunting,NA
3158,konti,anti,kent,NA
3159,incanrwach,NA,NA,NA
3160,crykg,crying,crag,NA
3161,phuk,auk,pack,NA
3162,phuket,packet,packet,NA
3163,tix,tax,tax,tax
3164,iove,ive,ive,ive
3165,pringles,princes,princes,NA
3166,awh,ah,ah,ah
3167,favo,favour,fab,five
3168,dumbs,dubs,dumps,demobs
3169,asc,as,as,ask
3170,perogies,peroxides,proxies,NA
3171,nomnomnomnom,NA,NA,NA
3172,regalan,regal,regaling,NA
3173,evento,event,event,event
3174,xfa,sofa,NA,sofa
3175,juarez,quartz,NA,NA
3176,fse,fuse,fuse,fuse
3177,tlkn,tan,NA,NA
3178,crip,crimp,crap,crap
3179,rw,raw,raw,raw
3180,saranghae,NA,NA,NA
3181,hyung,hung,hung,NA
3182,nakakasad,NA,NA,NA
3183,umikot,NA,NA,NA
3184,amy,army,am,am
3185,ucf,up,NA,NA
3186,seasonhigh,NA,NA,NA
3187,cogs,cogs,cogs,cogs
3188,filipino,NA,NA,NA
3189,bkuz,biz,NA,NA
3190,wrd,ward,ward,rad
3191,antoine,aniline,NA,NA
3192,griezman,NA,NA,NA
3193,juventus,NA,NA,NA
3194,smokeshow,NA,NA,NA
3195,monfils,mongols,NA,NA
3196,abcd,abe,NA,NA
3197,akpos,adios,asps,NA
3198,shazia,stadia,swazi,NA
3199,ilmi,ilk,NA,NA
3200,carlo,cargo,NA,NA
3201,anceloti,lancelot,NA,NA
3202,iker,biker,NA,NA
3203,casilas,casings,NA,NA
3204,luk,luck,luck,luck
3205,senhora,senhor,senhor,senhor
3206,linda,kinda,luanda,luanda
3207,hahahahahah,NA,NA,NA
3208,gehd,gad,gad,get
3209,demnit,demerit,dent,dement
3210,defs,defers,defies,defies
3211,aron,aaron,aaron,NA
3212,disneyland,NA,NA,NA
3213,flameyeol,NA,NA,NA
3214,dupla,duplex,NA,NA
3215,insaciable,insatiable,NA,insatiable
3216,hum,hum,hum,hum
3217,wud,wad,wad,wad
3218,shinseki,NA,NA,NA
3219,az,ah,as,as
3220,potus,pots,pots,pots
3221,repubs,reputes,NA,NA
3222,napoli,naomi,NA,NA
3223,diego,dingo,dies,dig
3224,digvijay,NA,NA,NA
3225,sanjay,sandy,NA,NA
3226,jha,ha,NA,NA
3227,blomin,blooming,blooming,NA
3228,starvin,starving,starving,NA
3229,cho,chop,chow,chow
3230,wip,whip,whip,whip
3231,este,ester,est,est
3232,chico,chic,chic,chic
3233,quiere,quire,quire,quire
3234,cena,cent,can,NA
3235,en,end,eon,eon
3236,tanto,tango,taint,taint
3237,boyband,bombard,NA,NA
3238,reva,rev,rev,rev
3239,spilt,spilt,spilt,spilt
3240,dxck,deck,deck,NA
3241,pleaser,please,placer,placer
3242,mofo,moo,mob,NA
3243,insidous,insidious,insidious,insidious
3244,stil,still,still,still
3245,unfolower,sunflower,NA,NA
3246,face,face,face,face
3247,mames,maces,mamas,mamas
3248,acaner,saner,NA,NA
3249,lot,lot,lot,lot
3250,kobe,lobe,NA,cube
3251,kudve,kudu,NA,NA
3252,hiz,hi,hic,his
3253,kal,kale,kale,kale
3254,kaha,aha,NA,NA
3255,sunetrac,NA,NA,NA
3256,cong,conga,conga,conga
3257,ajay,jay,achy,NA
3258,maken,make,NA,NA
3259,sonia,sonic,son,son
3260,similiar,similar,similar,similar
3261,niecy,niece,niece,niece
3262,smth,smith,smith,smith
3263,md,mad,mad,mad
3264,sust,suet,NA,NA
3265,txtin,tin,NA,NA
3266,hafi,haft,NA,NA
3267,loml,loll,NA,NA
3268,hapy,happy,happy,happy
3269,birthday,birthday,birthday,birthday
3270,nome,gnome,name,gnome
3271,whyd,why'd,why'd,why'd
3272,payin,paying,pain,NA
3273,wasteman,waterman,NA,NA
3274,lisa,lima,lice,lice
3275,jfc,jab,NA,NA
3276,asdhkfhskdblabs,NA,NA,NA
3277,kawai,hawaii,kiwi,kiwi
3278,factest,fastest,fastest,NA
3279,maulaw,maul,maul,maul
3280,ainy,rainy,any,any
3281,ulokatawan,NA,NA,NA
3282,hahahaha,NA,NA,NA
3283,suban,sudan,NA,NA
3284,oshie,oldie,NA,NA
3285,banky,bank,bank,bank
3286,akon,aeon,akin,akin
3287,manan,man,NA,NA
3288,dund,dud,dined,dined
3289,xaragdax,NA,NA,NA
3290,ter,tear,tear,tear
3291,ulin,dublin,NA,NA
3292,oroid,ovoid,NA,NA
3293,mini,mini,mini,mini
3294,av,ave,ave,ave
3295,xeze,adze,NA,size
3296,cagt,cat,cast,cacti
3297,zogsoj,NA,NA,NA
3298,baisan,bagman,basin,basin
3299,dese,dense,desk,dose
3300,sumn,sum,sum,semen
3301,wilding,wielding,wielding,wielding
3302,nigjt,night,night,NA
3303,yoh,oh,you,you
3304,niya,nib,nay,NA
3305,ja,jab,jaw,jaw
3306,michele,lichee,NA,NA
3307,fonk,folk,funk,funk
3308,shetima,NA,NA,NA
3309,chilen,chilean,chilean,chilean
3310,kardashia,NA,NA,NA
3311,nigra,niagara,niagara,niagara
3312,atd,at,at,NA
3313,lex,flex,lax,lax
3314,omo,duomo,on,ohm
3315,thameslink,NA,NA,NA
3316,morgate,margate,margate,margate
3317,sem,seem,seem,seem
3318,psd,pad,NA,NA
3319,sweg,swag,swag,swag
3320,imran,iran,NA,NA
3321,pmln,pan,NA,NA
3322,smyle,smile,smile,smile
3323,sadest,saddest,saddest,saddest
3324,xc,arc,NA,sac
3325,tripin,trip,tripping,NA
3326,tenereza,NA,NA,NA
3327,ery,eery,eery,era
3328,wkend,weekend,weekend,kind
3329,babyface,babyface,babyface,babyface
3330,or,or,or,or
3331,no,no,no,no
3332,hyoyeon,NA,NA,NA
3333,rebeca,rebel,NA,NA
3334,paquiao,NA,NA,NA
3335,amazing,amazing,amazing,amazing
3336,actuly,actually,actually,actually
3337,kimberley,NA,NA,NA
3338,walsh,wash,welsh,welsh
3339,cheryl,beryl,chiral,chiral
3340,britain,britain,britain,britain
3341,contactmusic,NA,NA,NA
3342,comkimberley,NA,NA,NA
3343,confir,confirm,confirm,confer
3344,practising,practising,practising,practising
3345,shutup,shutup,shutup,shutup
3346,parth,part,part,perth
3347,genji,genii,genes,NA
3348,sunshelter,NA,NA,NA
3349,fami,fame,fame,fame
3350,brv,bra,barb,NA
3351,tri,tori,tori,tori
3352,jumpseat,jumpsuit,jumpsuit,jumpsuit
3353,keleher,keener,NA,NA
3354,repost,repast,repast,repast
3355,plg,plug,plug,plug
3356,toribash,NA,NA,NA
3357,fletching,fetching,NA,NA
3358,diy,day,day,day
3359,aro,afro,are,are
3360,mj,me,ms,NA
3361,okay,okay,okay,okay
3362,headas,heads,heads,heads
3363,pakyat,NA,NA,NA
3364,thunderbird,NA,NA,NA
3365,phil,pail,pail,fail
3366,superei,super,super,super
3367,ainda,kinda,aint,aint
3368,vcs,vans,vies,vex
3369,wara,war,war,war
3370,niyata,nyala,NA,NA
3371,imortal,immortal,immortal,immortal
3372,hahahahahahahaha,NA,NA,NA
3373,qtips,tips,NA,NA
3374,qtip,tip,NA,NA
3375,makapag,NA,NA,NA
3376,ipon,ion,NA,NA
3377,flavour,flavour,flavour,flavour
3378,jskcosnxoancoamxis,NA,NA,NA
3379,ah,ah,ah,ah
3380,caroline,carbine,NA,NA
3381,wozniacki,NA,NA,NA
3382,mcilroy,NA,NA,NA
3383,boakwon,NA,NA,NA
3384,suju,sub,such,NA
3385,lom,loom,loom,loom
3386,ama,lama,am,am
3387,ongkir,NA,NA,NA
3388,brownskin,NA,NA,NA
3389,lightskin,lightship,lightship,NA
3390,duny,dun,dun,dun
3391,gage,gage,gage,gage
3392,lotle,little,little,little
3393,jesus,jesus,jesus,jesus
3394,intercesion,intercession,intercession,intercession
3395,peole,people,pele,pele
3396,wilshire,wildfire,NA,NA
3397,itq,it,its,NA
3398,terserah,terser,terser,terser
3399,exofical,exotica,NA,NA
3400,selca,sea,sells,silica
3401,taz,tab,tag,NA
3402,neda,ne,net,net
3403,jackin,jacking,NA,NA
3404,planephotos,NA,NA,NA
3405,bargin,bargain,bargain,NA
3406,dovey,dove,dove,dove
3407,chan,chain,chain,chain
3408,sikugwirizana,NA,NA,NA
3409,ndi,nazi,net,net
3410,zomwe,zombie,zone,NA
3411,jb,jab,jab,jab
3412,akukamba,NA,NA,NA
3413,apa,papa,ape,ape
3414,shah,shah,shah,shah
3415,tara,tiara,tiara,tar
3416,haneda,hand,hand,hand
3417,btstheaven,NA,NA,NA
3418,tamara,mara,tamer,tamer
3419,deja,delta,deejay,deejay
3420,cosas,colas,cases,cases
3421,nena,arena,neon,neon
3422,prague,prague,prague,prague
3423,lirik,lick,lark,lark
3424,terjemahan,NA,NA,NA
3425,coulthard,courtyard,NA,NA
3426,gordon,gorgon,NA,cordon
3427,ramsey,rams,rams,rams
3428,carcilo,NA,NA,NA
3429,jabroni,NA,NA,NA
3430,yovani,NA,NA,NA
3431,galardo,NA,NA,NA
3432,walkof,walkout,NA,NA
3433,pdx,pox,pads,NA
3434,joes,jokes,jogs,joys
3435,glisan,glisten,NA,NA
3436,hala,ala,hale,hale
3437,italy,italy,italy,italy
3438,aw,awe,awe,ah
3439,whatdoiwear,NA,NA,NA
3440,maison,mason,mason,mason
3441,margiela,NA,NA,NA
3442,cdfu,tofu,NA,NA
3443,brutha,brute,brute,broth
3444,babygirl,NA,NA,NA
3445,yah,yeah,yeah,yeah
3446,bramblewod,NA,NA,NA
3447,raleigh,sleigh,NA,NA
3448,ariana,arcana,NA,NA
3449,grande,grandee,grandee,grandee
3450,ekxh,eh,eke,NA
3451,falaknuma,NA,NA,NA
3452,hwh,huh,huh,huh
3453,whisky,whisky,whisky,whisky
3454,realy,really,really,really
3455,nid,id,nit,nit
3456,metin,martin,median,median
3457,homestay,homestead,homestead,NA
3458,bre,bare,bare,bare
3459,thekeofofwn,NA,NA,NA
3460,hapylgovo,NA,NA,NA
3461,kf,if,NA,NA
3462,neva,geneva,nave,nave
3463,liek,lie,leek,leek
3464,doesng,doesnt,NA,NA
3465,odi,odin,odd,odd
3466,alastair,NA,NA,NA
3467,sri,sari,sari,sari
3468,lanka,lank,lank,lank
3469,yala,nyala,yale,yale
3470,greg,grew,grog,grog
3471,yhu,you,you,NA
3472,magnetised,magnetised,magnetised,magnetised
3473,aluminium,aluminium,aluminium,aluminium
3474,lol,loll,loll,loll
3475,yute,yule,NA,NA
3476,ntn,non,NA,NA
3477,yer,year,year,year
3478,wear,wear,wear,wear
3479,reherseal,rehearsal,rehearsal,rehearsal
3480,tomy,toy,tome,tomb
3481,reding,reading,reading,reading
3482,thotler,toiler,NA,NA
3483,orang,orang,orang,orang
3484,gini,gemini,gin,gin
3485,gaduh,gad,gad,gad
3486,alrdy,already,already,already
3487,z,zag,zoo,zoo
3488,mari,maori,maori,maori
3489,bongkaran,NA,NA,NA
3490,galing,galling,galling,galling
3491,nangyare,NA,NA,NA
3492,freakin,breakin,NA,NA
3493,pergh,perch,perch,per
3494,laut,last,laud,laud
3495,macam,macaw,NA,NA
3496,pol,poll,poll,poll
3497,ceo,cameo,coo,NA
3498,bama,baa,NA,NA
3499,goch,gosh,gosh,gosh
3500,ebok,ebony,ebbs,NA
3501,naia,naiad,NA,NA
3502,carmen,cabmen,NA,NA
3503,parets,parents,parts,parts
3504,luque,luke,luke,luke
3505,kims,skims,NA,NA
3506,highstyled,NA,NA,NA
3507,ish,dish,is,NA
3508,spotify,spotty,NA,NA
